,SPID,VisitDate,# Paper,% Paper,# Plastic,% Plastic
44386,16084,2020-07-11 08:17:01,2,0.4,0,0.0
44387,16106,2020-07-11 08:24:05,0,0.0,2,1.0
44388,9959,2020-07-11 08:33:19,2,1.0,1,1.0
44389,16165,2020-07-11 08:45:10,0,0.0,1,1.0
44390,14419,2020-07-11 08:48:21,7,0.63,0,0.0
44391,9942,2020-07-11 08:51:32,1,1.0,1,0.8
44392,16351,2020-07-11 08:57:29,1,1.0,1,0.6
44393,16473,2020-07-11 09:10:07,3,0.8,0,0.0
44394,10914,2020-07-11 09:22:58,5,0.8,0,0.0
44395,16273,2020-07-11 09:33:49,4,0.65,0,0.0
44396,16070,2020-07-11 09:42:14,2,1.0,0,0.0
44397,10912,2020-07-11 09:48:08,1,0.8,0,0.0
44398,15796,2020-07-11 09:49:01,0,0.0,2,1.0
44399,12462,2020-07-11 09:58:40,2,0.9,0,0.0
44400,16190,2020-07-11 10:01:46,0,0.0,2,1.0
44401,16903,2020-07-11 10:14:45,2,1.0,1,0.8
44402,15977,2020-07-11 10:19:48,6,0.8,0,0.0
44403,16192,2020-07-11 10:29:17,3,1.0,1,1.0
44404,15818,2020-07-11 10:29:28,3,0.8,0,0.0
44405,7444,2020-07-11 10:42:00,2,0.8,2,0.8
44406,15796,2020-07-11 10:43:23,4,1.0,0,0.0
44407,16299,2020-07-11 10:55:48,4,0.8,4,0.6
44408,15930,2020-07-11 10:55:49,3,1.0,0,0.0
44409,15900,2020-07-11 11:06:12,5,0.48,0,0.0
44410,16059,2020-07-11 11:11:45,3,1.0,2,0.8
44411,15816,2020-07-11 11:13:30,2,0.8,0,0.0
44412,15788,2020-07-11 11:20:14,3,0.33,0,0.0
44413,14419,2020-07-11 11:25:58,0,0.0,4,0.8
44414,16190,2020-07-11 11:28:27,2,1.0,0,0.0
44415,15977,2020-07-11 11:35:52,0,0.0,2,1.0
44416,15849,2020-07-11 11:37:20,4,0.5,0,0.0
44417,17132,2020-07-11 11:42:04,1,0.4,0,0.0
44418,16473,2020-07-11 11:42:35,0,0.0,2,1.0
44419,15788,2020-07-11 11:55:22,0,0.0,2,0.8
44420,16131,2020-07-11 11:59:27,2,0.4,0,0.0
44421,16162,2020-07-11 12:02:17,2,0.9,0,0.0
44422,15816,2020-07-11 12:03:25,0,0.0,2,0.8
44423,15849,2020-07-11 12:15:12,0,0.0,2,1.0
44424,15372,2020-07-11 12:22:45,2,0.6,0,0.0
44425,15900,2020-07-11 12:24:45,0,0.0,2,1.0
44426,16170,2020-07-11 12:35:57,3,0.8,0,0.0
44427,9959,2020-07-11 12:38:42,2,0.2,0,0.0
44428,15818,2020-07-11 12:41:38,0,0.0,2,1.0
44429,10377,2020-07-11 12:48:20,2,0.3,0,0.0
44430,16980,2020-07-11 12:59:40,2,0.5,0,0.0
44431,15977,2020-07-11 14:36:58,6,0.43,0,0.0
44432,14419,2020-07-11 14:37:51,0,0.0,4,0.8
44433,15977,2020-07-11 14:44:37,0,0.0,2,0.8
44434,16473,2020-07-11 14:50:40,3,0.73,0,0.0
44435,16473,2020-07-11 14:52:27,0,0.0,2,0.8
44436,10914,2020-07-11 15:00:10,0,0.0,5,1.0
44437,16070,2020-07-11 15:11:07,0,0.0,2,1.0
44438,10914,2020-07-11 15:13:57,5,1.0,0,0.0
44439,10912,2020-07-11 15:17:18,0,0.0,1,1.0
44440,16070,2020-07-11 15:25:04,2,0.6,0,0.0
44441,12462,2020-07-11 15:26:35,0,0.0,1,1.0
44442,15818,2020-07-11 15:37:22,3,0.67,0,0.0
44443,15796,2020-07-11 15:49:23,4,1.0,2,1.0
44444,15930,2020-07-11 15:50:06,3,0.33,0,0.0
44445,15900,2020-07-11 15:59:13,5,0.36,0,0.0
44446,16190,2020-07-11 16:02:04,2,1.0,2,0.8
44447,15849,2020-07-11 16:14:46,4,0.6,0,0.0
44448,16192,2020-07-11 16:17:24,3,1.0,1,1.0
44449,15818,2020-07-11 16:25:08,0,0.0,2,0.8
44450,16903,2020-07-11 16:26:06,2,0.2,0,0.0
44451,15900,2020-07-11 16:31:33,0,0.0,2,0.8
44452,16059,2020-07-11 16:39:47,3,0.67,0,0.0
44453,15479,2020-07-11 16:42:11,0,0.0,2,1.0
44454,16299,2020-07-11 16:45:55,4,0.3,0,0.0
44455,7444,2020-07-11 16:54:02,2,0.7,0,0.0
44456,10377,2020-07-11 16:57:19,2,1.0,1,1.0
44457,16351,2020-07-11 17:02:58,1,0.6,0,0.0
44458,16133,2020-07-11 17:07:52,0,0.0,2,1.0
44459,9942,2020-07-11 17:08:47,1,0.8,0,0.0
44460,15880,2020-07-11 17:19:46,0,0.0,1,1.0
44461,16162,2020-07-11 17:24:24,2,0.5,0,0.0
44462,16162,2020-07-11 17:31:45,0,0.0,2,1.0
44463,16905,2020-07-11 17:37:11,0,0.0,1,0.8
44464,16131,2020-07-11 17:43:06,0,0.0,1,1.0
44465,16084,2020-07-11 17:50:32,0,0.0,1,1.0
44466,16352,2020-07-11 17:57:12,0,0.0,1,1.0
44467,16980,2020-07-12 06:05:47,2,1.0,0,0.0
44468,15377,2020-07-12 06:16:59,2,1.0,0,0.0
44469,16017,2020-07-12 06:19:58,3,1.0,2,0.6
44470,15880,2020-07-12 06:28:40,3,1.0,0,0.0
44471,17182,2020-07-12 06:34:38,2,1.0,0,0.0
44472,15801,2020-07-12 06:36:34,3,1.1,2,0.8
44473,16254,2020-07-12 06:40:48,2,1.0,0,0.0
44474,16161,2020-07-12 06:47:15,3,1.0,0,0.0
44475,10374,2020-07-12 06:51:35,3,1.1,2,0.8
44476,16169,2020-07-12 06:51:57,2,1.0,0,0.0
44477,16905,2020-07-12 06:59:21,2,1.0,0,0.0
44478,15479,2020-07-12 07:04:16,3,1.1,2,0.8
44479,16164,2020-07-12 07:06:12,3,1.0,0,0.0
44480,16134,2020-07-12 07:14:12,1,1.1,0,0.0
44481,10375,2020-07-12 07:14:19,3,1.0,1,0.8
44482,15377,2020-07-12 07:18:55,0,0.0,1,1.0
44483,17228,2020-07-12 07:21:41,2,1.0,0,0.0
44484,16352,2020-07-12 07:28:30,2,1.0,0,0.0
44485,10377,2020-07-12 07:28:43,2,0.8,1,0.8
44486,16106,2020-07-12 07:36:08,2,1.0,0,0.0
44487,16462,2020-07-12 07:36:52,2,1.0,1,1.0
44488,16163,2020-07-12 07:43:12,2,1.1,0,0.0
44489,15880,2020-07-12 07:44:22,0,0.0,1,0.8
44490,17182,2020-07-12 07:49:32,0,0.0,1,0.8
44491,14419,2020-07-12 07:50:31,0,0.0,4,0.6
44492,16168,2020-07-12 07:51:48,2,1.0,0,0.0
44493,16164,2020-07-12 07:56:10,0,0.0,2,0.8
44494,16165,2020-07-12 07:56:20,2,1.0,0,0.0
44495,9942,2020-07-12 08:00:22,1,1.0,0,0.0
44496,16084,2020-07-12 08:04:34,0,0.0,1,0.8
44497,16351,2020-07-12 08:05:01,1,1.0,0,0.0
44498,16170,2020-07-12 08:16:08,3,1.0,2,1.0
44499,16158,2020-07-12 08:30:27,2,1.0,2,1.0
44500,14419,2020-07-12 08:33:49,7,1.0,0,0.0
44501,9959,2020-07-12 08:40:46,2,1.0,1,1.0
44502,16351,2020-07-12 08:51:26,0,0.0,1,0.8
44503,9942,2020-07-12 08:56:43,0,0.0,1,1.0
44504,10914,2020-07-12 09:01:26,5,1.0,0,0.0
44505,16473,2020-07-12 09:01:48,0,0.0,2,0.6
44506,16473,2020-07-12 09:07:07,3,1.0,0,0.0
44507,10914,2020-07-12 09:09:09,0,0.0,5,0.6
44508,16273,2020-07-12 09:13:27,4,1.0,0,0.0
44509,16273,2020-07-12 09:17:09,0,0.0,2,1.0
44510,16070,2020-07-12 09:20:31,2,1.0,0,0.0
44511,10912,2020-07-12 09:25:01,1,1.0,0,0.0
44512,16070,2020-07-12 09:26:51,0,0.0,2,0.8
44513,12462,2020-07-12 09:33:05,2,1.0,0,0.0
44514,12462,2020-07-12 09:36:38,0,0.0,1,0.6
44515,15796,2020-07-12 09:47:11,0,0.0,2,0.8
44516,15977,2020-07-12 09:50:12,6,1.0,0,0.0
44517,15818,2020-07-12 09:54:46,0,0.0,2,0.5
44518,15818,2020-07-12 09:59:27,3,1.0,0,0.0
44519,15816,2020-07-12 10:00:55,2,1.0,2,0.6
44520,15977,2020-07-12 10:05:59,0,0.0,2,0.8
44521,15796,2020-07-12 10:10:08,4,1.0,0,0.0
44522,15788,2020-07-12 10:12:41,3,1.0,2,0.8
44523,15930,2020-07-12 10:18:43,0,0.0,1,0.8
44524,16190,2020-07-12 10:22:55,2,1.0,2,0.8
44525,15900,2020-07-12 10:29:32,0,0.0,2,0.8
44526,15900,2020-07-12 10:31:46,5,1.0,0,0.0
44527,15849,2020-07-12 10:37:34,4,0.8,2,0.8
44528,16192,2020-07-12 10:42:22,3,1.0,0,0.0
44529,17132,2020-07-12 10:45:21,1,1.0,0,0.0
44530,7444,2020-07-12 10:47:41,2,1.0,0,0.0
44531,16299,2020-07-12 10:57:00,4,1.0,0,0.0
44532,16903,2020-07-12 11:02:53,2,1.0,1,1.0
44533,16059,2020-07-12 11:04:08,3,1.0,0,0.0
44534,16902,2020-07-12 11:15:23,2,1.0,1,1.0
44535,16131,2020-07-12 11:19:23,2,1.0,0,0.0
44536,16059,2020-07-12 11:25:04,0,0.0,2,1.0
44537,16162,2020-07-12 11:26:16,2,1.0,0,0.0
44538,17182,2020-07-12 11:30:41,2,1.0,0,0.0
44539,16299,2020-07-12 11:34:09,0,0.0,4,0.8
44540,15372,2020-07-12 11:38:43,2,1.0,0,0.0
44541,7444,2020-07-12 11:42:53,0,0.0,2,0.8
44542,10377,2020-07-12 11:46:59,2,1.0,0,0.0
44543,16192,2020-07-12 11:54:49,0,0.0,1,0.8
44544,16133,2020-07-12 12:00:03,4,1.0,0,0.0
44545,16170,2020-07-12 12:05:33,3,1.0,0,0.0
44546,16084,2020-07-12 12:13:32,2,1.0,0,0.0
44547,16980,2020-07-12 12:15:48,0,0.0,2,1.0
44548,9959,2020-07-12 12:19:45,2,1.0,0,0.0
44549,16158,2020-07-12 12:23:17,2,1.0,0,0.0
44550,16980,2020-07-12 12:32:34,2,1.0,0,0.0
44551,16351,2020-07-12 12:39:16,1,1.0,0,0.0
44552,9942,2020-07-12 12:44:11,1,1.0,0,0.0
44553,15930,2020-07-12 12:55:12,3,1.0,0,0.0
44554,15977,2020-07-12 13:18:55,0,0.0,2,1.1
44555,15977,2020-07-12 13:26:13,6,1.0,0,0.0
44556,15818,2020-07-12 13:36:00,0,0.0,2,1.0
44557,16473,2020-07-12 13:39:48,3,1.0,0,0.0
44558,15796,2020-07-12 13:47:37,0,0.0,2,1.0
44559,10914,2020-07-12 13:49:09,5,1.0,0,0.0
44560,16190,2020-07-12 13:53:29,0,0.0,2,0.6
44561,16070,2020-07-12 13:59:39,2,1.0,0,0.0
44562,16351,2020-07-12 14:01:30,0,0.0,1,0.8
44563,9942,2020-07-12 14:07:01,0,0.0,1,0.8
44564,15818,2020-07-12 14:11:32,3,1.0,0,0.0
44565,16165,2020-07-12 14:14:22,0,0.0,1,1.0
44566,15796,2020-07-12 14:25:03,4,1.0,0,0.0
44567,16131,2020-07-12 14:29:11,0,0.0,1,0.8
44568,15900,2020-07-12 14:43:16,5,1.0,0,0.0
44569,15816,2020-07-12 14:48:36,2,1.0,0,0.0
44570,15816,2020-07-12 14:49:40,2,1.0,0,0.0
44571,15372,2020-07-12 14:50:07,0,0.0,1,1.0
44572,15788,2020-07-12 14:54:38,3,1.0,0,0.0
44573,16190,2020-07-12 15:01:05,2,1.0,0,0.0
44574,10377,2020-07-12 15:03:25,0,0.0,1,0.8
44575,15849,2020-07-12 15:06:08,3,1.0,0,0.0
44576,9959,2020-07-12 15:10:49,0,0.0,1,0.8
44577,16903,2020-07-12 15:15:33,2,1.0,0,0.0
44578,16162,2020-07-12 15:25:08,2,0.8,0,0.0
44579,16192,2020-07-12 15:30:40,3,1.0,0,0.0
44580,7444,2020-07-12 15:40:48,2,1.0,0,0.0
44581,16059,2020-07-12 15:46:04,3,1.0,2,0.8
44582,16299,2020-07-12 15:53:54,4,1.0,0,0.0
44583,16192,2020-07-12 15:54:39,0,0.0,1,0.8
44584,16299,2020-07-12 15:55:33,4,1.0,0,0.0
44585,15930,2020-07-12 16:07:12,3,1.0,0,0.0
44586,15801,2020-07-13 06:45:14,3,1.0,0,0.0
44587,16168,2020-07-13 07:13:06,2,0.5,2,0.4
44588,16165,2020-07-13 07:20:49,2,0.7,1,0.4
44589,14419,2020-07-13 07:22:29,7,0.49,0,0.0
44590,9942,2020-07-13 07:32:32,1,1.1,1,0.6
44591,15977,2020-07-13 07:35:35,6,0.6,0,0.0
44592,16351,2020-07-13 07:41:38,1,1.0,1,0.6
44593,16473,2020-07-13 07:52:32,3,1.0,0,0.0
44594,16059,2020-07-13 07:56:01,3,0.6,2,0.4
44595,10914,2020-07-13 08:04:09,5,0.68,0,0.0
44596,16902,2020-07-13 08:08:14,2,0.5,1,0.4
44597,16273,2020-07-13 08:18:05,4,0.6,0,0.0
44598,16903,2020-07-13 08:19:02,2,0.5,1,0.4
44599,16980,2020-07-13 08:24:23,2,1.0,2,1.0
44600,16070,2020-07-13 08:26:59,2,0.8,0,0.0
44601,10912,2020-07-13 08:32:42,1,0.8,0,0.0
44602,16192,2020-07-13 08:33:47,3,0.6,1,0.8
44603,15479,2020-07-13 08:38:03,3,1.0,2,1.0
44604,12462,2020-07-13 08:42:51,2,0.6,0,0.0
44605,16299,2020-07-13 08:47:24,4,0.55,4,0.45
44606,10375,2020-07-13 08:55:18,3,1.0,1,1.0
44607,15818,2020-07-13 08:57:56,3,1.0,0,0.0
44608,7444,2020-07-13 08:59:42,2,0.9,2,0.5
44609,17132,2020-07-13 09:06:18,1,0.4,0,0.0
44610,15377,2020-07-13 09:08:36,2,1.0,1,1.0
44611,15796,2020-07-13 09:11:41,4,1.0,0,0.0
44612,15849,2020-07-13 09:21:45,4,0.85,2,0.6
44613,10377,2020-07-13 09:21:54,2,1.0,1,1.0
44614,16462,2020-07-13 09:34:11,2,1.0,0,0.0
44615,16190,2020-07-13 09:34:16,2,1.0,2,0.6
44616,15930,2020-07-13 09:37:02,3,1.0,0,0.0
44617,16133,2020-07-13 09:45:47,4,1.0,0,0.0
44618,15900,2020-07-13 09:46:31,5,0.48,0,0.0
44619,15788,2020-07-13 09:53:28,3,0.67,2,0.6
44620,16084,2020-07-13 09:56:26,2,1.0,1,1.0
44621,16352,2020-07-13 10:06:17,2,1.0,1,1.0
44622,15816,2020-07-13 10:08:44,2,0.7,2,0.6
44623,16170,2020-07-13 10:14:41,3,1.0,2,1.0
44624,15796,2020-07-13 10:19:06,0,0.0,2,0.8
44625,15818,2020-07-13 10:30:15,0,0.0,2,0.7
44626,9959,2020-07-13 10:30:56,2,1.0,1,1.0
44627,14419,2020-07-13 10:45:58,0,0.0,4,0.85
44628,16158,2020-07-13 10:46:11,2,1.0,0,0.0
44629,15977,2020-07-13 11:00:29,0,0.0,2,0.8
44630,16106,2020-07-13 11:04:10,2,1.0,0,0.0
44631,16163,2020-07-13 11:15:50,2,1.0,1,1.0
44632,16105,2020-07-13 11:23:50,2,1.0,2,1.0
44633,16135,2020-07-13 11:36:12,2,1.0,0,0.0
44634,16171,2020-07-13 11:47:45,2,1.0,1,1.0
44635,9939,2020-07-13 11:57:40,2,1.0,1,1.0
44636,16059,2020-07-13 12:05:22,3,0.4,0,0.0
44637,12854,2020-07-13 12:08:02,2,1.0,1,1.0
44638,16162,2020-07-13 12:52:19,2,1.0,0,0.0
44639,16299,2020-07-13 12:56:16,4,0.3,0,0.0
44640,16192,2020-07-13 13:05:25,3,0.4,0,0.0
44641,10377,2020-07-13 13:14:39,2,1.0,1,1.0
44642,16903,2020-07-13 13:15:29,2,0.5,0,0.0
44643,15372,2020-07-13 13:23:28,2,1.0,1,1.0
44644,15900,2020-07-13 13:29:24,0,0.0,2,0.7
44645,15880,2020-07-13 13:33:56,3,1.0,0,0.0
44646,15930,2020-07-13 13:41:01,3,0.33,1,0.8
44647,17182,2020-07-13 13:43:11,2,1.0,1,1.0
44648,16254,2020-07-13 13:52:24,2,1.0,2,1.0
44649,15796,2020-07-13 13:56:15,4,0.7,2,0.4
44650,16169,2020-07-13 14:02:10,2,1.0,0,0.0
44651,15818,2020-07-13 14:09:49,3,0.47,2,0.3
44652,16161,2020-07-13 14:11:52,3,1.0,2,1.0
44653,14419,2020-07-13 14:24:30,0,0.0,4,0.3
44654,16905,2020-07-13 14:24:44,2,1.0,1,1.0
44655,16164,2020-07-13 14:36:02,3,1.0,2,1.0
44656,15977,2020-07-13 14:36:20,6,0.6,2,0.5
44657,16906,2020-07-13 14:48:13,2,1.0,1,1.0
44658,9959,2020-07-13 14:55:26,2,1.0,0,0.0
44659,16473,2020-07-13 15:04:54,3,0.8,2,1.1
44660,10914,2020-07-13 15:30:04,5,1.0,5,1.0
44661,16273,2020-07-13 15:41:18,0,0.0,2,0.8
44662,16131,2020-07-13 16:00:23,2,1.0,1,1.0
44663,16070,2020-07-13 16:07:53,2,0.9,2,0.9
44664,9935,2020-07-13 16:09:59,3,1.0,1,1.0
44665,10912,2020-07-13 16:14:45,0,0.0,1,0.6
44666,17228,2020-07-13 16:25:56,2,1.0,1,1.0
44667,12462,2020-07-13 16:29:38,0,0.0,1,1.0
44668,16136,2020-07-13 16:33:41,1,1.0,1,1.0
44669,16190,2020-07-13 16:44:30,2,1.0,0,0.0
44670,9942,2020-07-13 16:50:33,1,1.0,0,0.0
44671,16351,2020-07-13 16:57:02,1,1.0,0,0.0
44672,7444,2020-07-13 16:57:57,2,0.8,0,0.0
44673,16162,2020-07-13 17:06:13,2,1.0,2,0.8
44674,16017,2020-07-14 06:58:39,3,1.0,2,1.0
44675,16135,2020-07-14 07:19:04,0,0.0,1,1.0
44676,9960,2020-07-14 07:24:54,2,1.0,1,1.0
44677,16160,2020-07-14 07:36:43,2,1.0,1,1.0
44678,15801,2020-07-14 07:48:14,3,1.0,2,1.0
44679,16980,2020-07-14 08:00:27,2,1.0,2,1.0
44680,15479,2020-07-14 08:13:53,3,1.0,2,1.0
44681,16371,2020-07-14 08:30:17,2,1.0,1,1.0
44682,10374,2020-07-14 08:43:35,3,1.0,2,1.0
44683,10377,2020-07-14 09:05:14,2,1.0,1,1.0
44684,16133,2020-07-14 09:17:35,4,1.0,2,1.0
44685,16462,2020-07-14 09:32:48,2,1.0,1,1.0
44686,15372,2020-07-14 09:47:04,2,1.0,0,0.0
44687,15880,2020-07-14 09:58:20,3,1.0,1,1.0
44688,17182,2020-07-14 10:07:28,0,0.0,1,1.0
44689,16169,2020-07-14 10:17:29,2,1.0,0,0.0
44690,16162,2020-07-14 10:43:32,2,1.0,0,0.0
44691,16131,2020-07-14 10:54:32,2,1.0,0,0.0
44692,16084,2020-07-14 11:04:05,2,1.0,1,1.0
44693,15900,2020-07-14 11:16:27,5,0.88,0,0.0
44694,16352,2020-07-14 11:18:38,0,0.0,1,1.0
44695,16170,2020-07-14 11:23:46,3,1.0,0,0.0
44696,15930,2020-07-14 11:26:18,3,0.8,0,0.0
44697,9959,2020-07-14 11:35:00,2,1.0,0,0.0
44698,16158,2020-07-14 11:44:58,2,1.0,2,1.0
44699,15796,2020-07-14 11:52:19,4,1.0,0,0.0
44700,15818,2020-07-14 12:11:55,3,0.8,0,0.0
44701,12462,2020-07-14 12:23:02,2,0.5,0,0.0
44702,10912,2020-07-14 12:32:26,1,0.8,0,0.0
44703,16070,2020-07-14 12:38:22,2,0.5,0,0.0
44704,16273,2020-07-14 12:48:01,4,0.9,0,0.0
44705,10914,2020-07-14 13:02:04,5,0.8,0,0.0
44706,16473,2020-07-14 13:06:13,3,0.93,0,0.0
44707,15977,2020-07-14 13:32:26,6,0.9,0,0.0
44708,16134,2020-07-14 13:46:57,1,1.0,1,1.0
44709,14419,2020-07-14 14:00:56,7,1.1,0,0.0
44710,16106,2020-07-14 14:02:54,2,1.0,2,1.0
44711,15816,2020-07-14 14:20:08,2,0.9,0,0.0
44712,9942,2020-07-14 14:26:37,1,1.0,0,0.0
44713,15788,2020-07-14 14:31:45,3,1.0,0,0.0
44714,16190,2020-07-14 14:35:04,2,1.0,0,0.0
44715,16351,2020-07-14 14:36:53,1,1.0,0,0.0
44716,16059,2020-07-14 14:40:41,3,1.0,2,1.0
44717,15849,2020-07-14 14:51:16,4,0.75,0,0.0
44718,16299,2020-07-14 14:57:18,4,1.0,4,1.0
44719,16192,2020-07-14 15:03:09,3,1.0,0,0.0
44720,7444,2020-07-14 15:07:18,2,1.0,0,0.0
44721,16192,2020-07-14 15:17:58,0,0.0,1,1.0
44722,15796,2020-07-14 15:19:13,4,0.4,0,0.0
44723,15818,2020-07-14 15:29:24,3,0.33,0,0.0
44724,16903,2020-07-14 15:31:29,2,1.0,0,0.0
44725,17132,2020-07-14 15:50:56,0,0.0,1,1.0
44726,16070,2020-07-14 15:54:25,2,0.8,0,0.0
44727,15849,2020-07-14 15:58:24,0,0.0,2,1.0
44728,16190,2020-07-14 16:09:54,0,0.0,2,1.0
44729,16473,2020-07-14 16:10:46,3,0.27,0,0.0
44730,15796,2020-07-14 16:23:37,0,0.0,2,1.0
44731,14419,2020-07-14 16:52:37,0,0.0,4,1.0
44732,15977,2020-07-14 17:05:41,0,0.0,2,1.0
44733,15818,2020-07-14 17:24:27,0,0.0,2,1.0
44734,16473,2020-07-14 17:36:23,0,0.0,2,1.0
44735,16070,2020-07-14 17:50:41,0,0.0,2,1.0
44736,15900,2020-07-14 18:00:12,0,0.0,2,1.0
44737,16190,2020-07-14 18:12:38,2,1.0,0,0.0
44738,16192,2020-07-14 18:17:53,0,0.0,1,1.0
44739,9959,2020-07-14 18:28:15,2,1.0,0,0.0
44741,10377,2020-07-14 18:43:14,2,1.0,1,1.0
44759,15801,2020-07-15 06:43:43,3,1.0,0,0.0
44760,16980,2020-07-15 06:58:40,2,1.0,2,0.8
44761,15479,2020-07-15 07:10:43,3,1.0,0,0.0
44762,15479,2020-07-15 07:11:26,3,1.0,0,0.0
44763,10375,2020-07-15 07:30:34,3,1.1,1,0.8
44764,14419,2020-07-15 07:34:16,7,0.74,4,0.35
44765,15377,2020-07-15 07:41:56,2,1.0,1,1.0
44766,15977,2020-07-15 07:52:43,6,0.63,2,0.4
44767,10377,2020-07-15 07:57:04,2,1.0,1,1.0
44768,15818,2020-07-15 08:02:56,3,0.8,2,0.4
44769,16170,2020-07-15 08:14:59,3,1.0,2,1.0
44770,16473,2020-07-15 08:19:20,3,0.87,2,0.6
44771,16158,2020-07-15 08:27:11,2,1.0,0,0.0
44772,10914,2020-07-15 08:31:31,5,0.92,0,0.0
44773,9959,2020-07-15 08:40:17,2,1.0,0,0.0
44774,16162,2020-07-15 08:51:28,2,1.0,0,0.0
44775,16273,2020-07-15 08:52:30,4,0.85,2,0.8
44776,16161,2020-07-15 09:03:34,3,1.0,2,0.8
44777,16070,2020-07-15 09:04:06,2,0.7,2,0.5
44778,16905,2020-07-15 09:11:29,2,1.0,1,0.8
44779,10912,2020-07-15 09:11:38,1,0.8,1,0.6
44780,12462,2020-07-15 09:22:10,2,0.9,1,0.8
44781,16164,2020-07-15 09:26:45,3,1.0,2,0.8
44782,15796,2020-07-15 09:38:09,4,0.85,2,0.7
44783,16254,2020-07-15 09:41:30,2,1.0,0,0.0
44784,17182,2020-07-15 09:53:46,2,1.1,0,0.0
44785,15372,2020-07-15 10:04:43,2,1.0,1,1.0
44786,15930,2020-07-15 10:08:13,3,1.0,1,0.9
44787,16131,2020-07-15 10:22:01,2,1.0,1,1.0
44788,15900,2020-07-15 10:27:56,5,0.8,2,0.6
44789,15816,2020-07-15 10:36:17,2,0.6,0,0.0
44790,17228,2020-07-15 10:40:58,2,1.0,1,0.8
44791,15788,2020-07-15 10:45:20,3,0.6,0,0.0
44792,16190,2020-07-15 10:53:43,2,0.9,2,0.4
44793,9935,2020-07-15 10:53:51,3,1.0,1,0.8
44794,16084,2020-07-15 11:04:50,2,1.0,1,1.0
44795,15849,2020-07-15 11:07:29,4,1.0,2,0.7
44796,16352,2020-07-15 11:17:32,2,1.0,1,1.0
44797,16192,2020-07-15 11:18:25,3,0.67,1,0.6
44798,16903,2020-07-15 11:34:50,2,0.8,1,1.0
44799,16902,2020-07-15 11:51:01,2,0.4,1,0.4
44800,16462,2020-07-15 11:55:24,2,1.0,1,0.8
44801,16059,2020-07-15 12:05:06,3,0.73,2,0.5
44802,7444,2020-07-15 12:16:30,2,0.8,2,0.8
44803,17132,2020-07-15 12:23:58,1,0.8,0,0.0
44804,16299,2020-07-15 12:40:46,4,0.8,4,0.5
44805,9959,2020-07-15 13:01:09,2,0.8,0,0.0
44806,16106,2020-07-15 13:09:57,2,1.0,0,0.0
44807,16163,2020-07-15 13:17:44,2,1.0,1,1.0
44808,16162,2020-07-15 13:28:55,2,0.8,0,0.0
44809,10377,2020-07-15 13:34:21,2,0.8,0,0.0
44810,16168,2020-07-15 13:40:45,2,1.0,0,0.0
44811,16165,2020-07-15 13:50:24,2,1.0,1,1.0
44812,9942,2020-07-15 13:58:09,1,1.1,1,1.0
44813,16351,2020-07-15 14:06:42,1,1.0,1,1.0
44814,16190,2020-07-15 14:18:22,2,0.8,0,0.0
44815,15796,2020-07-15 14:33:24,4,1.0,2,0.8
44816,15818,2020-07-15 14:46:29,3,1.0,0,0.0
44817,16473,2020-07-15 15:01:58,3,0.8,0,0.0
44818,10914,2020-07-15 15:13:01,5,0.8,0,0.0
44819,16070,2020-07-15 15:24:52,2,1.0,0,0.0
44820,16903,2020-07-15 15:42:39,2,0.8,0,0.0
44821,16192,2020-07-15 15:53:59,3,0.8,0,0.0
44822,7444,2020-07-15 16:05:11,2,0.8,0,0.0
44823,16299,2020-07-15 16:14:46,4,0.8,0,0.0
44824,16059,2020-07-15 16:24:22,3,0.8,0,0.0
44825,9959,2020-07-16 06:15:14,2,1.0,1,1.0
44826,16135,2020-07-16 06:28:16,2,1.0,1,0.8
44827,12854,2020-07-16 06:37:51,2,1.0,1,0.8
44828,15801,2020-07-16 06:50:23,3,1.0,2,0.6
44829,16980,2020-07-16 07:01:41,2,1.0,2,0.8
44830,15479,2020-07-16 07:15:07,3,1.0,0,0.0
44831,16371,2020-07-16 07:22:16,0,0.0,1,0.8
44832,10377,2020-07-16 07:35:33,2,1.0,1,1.0
44833,16462,2020-07-16 07:41:31,2,1.0,0,0.0
44834,16133,2020-07-16 07:54:31,4,1.0,2,1.0
44835,16352,2020-07-16 08:00:33,0,0.0,1,0.8
44836,16084,2020-07-16 08:08:17,2,1.0,1,0.8
44837,16170,2020-07-16 08:24:30,3,1.0,0,0.0
44838,16158,2020-07-16 08:36:02,2,1.0,0,0.0
44839,16192,2020-07-16 08:47:39,0,0.0,1,0.6
44840,16106,2020-07-16 08:55:53,2,1.0,0,0.0
44841,16136,2020-07-16 09:04:17,1,1.0,0,0.0
44842,16190,2020-07-16 09:05:40,2,1.0,2,0.6
44843,16134,2020-07-16 09:13:14,1,1.0,1,0.6
44844,16131,2020-07-16 09:23:16,2,1.0,0,0.0
44845,15796,2020-07-16 09:27:25,4,0.7,2,0.6
44846,16906,2020-07-16 09:29:46,2,1.0,1,0.6
44847,15818,2020-07-16 09:40:50,3,0.8,2,0.7
44848,16162,2020-07-16 09:45:40,2,1.0,2,1.0
44849,16169,2020-07-16 09:56:18,0,0.0,2,1.0
44850,14419,2020-07-16 10:01:42,7,0.89,4,0.7
44851,17182,2020-07-16 10:04:33,2,1.0,1,1.0
44852,15880,2020-07-16 10:18:15,3,1.0,1,1.0
44853,15372,2020-07-16 10:29:17,2,1.0,0,0.0
